Name,SMILES,Molar Mass,CAS Number,Experimental Solubility in Water(mg/L),Experimental Solubility in Water(g/L),Experimental Solubility in Water(mol/L),LogS,Temperature,Experiment Reference,Datagroup,Solvation Energy,Dipole Moment,Molecular Volume,Molecular Surface Area,QXX,QYY,QZZ,Standard InChIKey,Cal logP,Cal MR,TPSA,Labute ASA,Balaban J index,Bertz CT index,Isomer
(Z)-N.N.2-trimethyl-3-phenylbut-2-enamide,CN(C(=O)/C(=C(\C1CCCCC1)/C)/C)C,203.28,056605-07-3,256.9936787,0.256993679,0.001264235,-2.898172211,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.017643893,5.415466167,148.786,260.79,-16.04770863,13.47426742,2.573441209,VRJLVIBIRBMQHY-KHPPLWFESA-N,2.9913,63.643,20.31,93.34447799,2.735546737,259.7095182,2
3-dimethylamino-1-phenylpropan-1-one,CN(CCC(=O)C1CCCCC1)C,177.243,003506-36-3,38999.12205,38.99912205,0.220031945,-0.657514262,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.023175701,4.482666405,137.728,240.519,15.82313936,-10.77187855,-5.051260805,QMNXJNURJISYMS-UHFFFAOYSA-N,2.0875,54.753,20.31,81.30419679,2.209988044,159.473214,1
6-Chloro-3.4-dihydro-1H-2.3-benzoxazine,ClC1CCC2C(C1)CNOC2,169.608,021977-33-3,598.0000001,0.598,0.003525777,-2.452745149,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.030651021,2.351875805,113.288,189.52,-25.54971117,19.73329868,5.816412491,JGGHXZUTECPTAK-UHFFFAOYSA-N,1.5449,44.4267,21.26,72.20289566,1.932319264,142.0537478,8
1-(1.3-benzodioxol-5-ylmethyl)piperazine,N1CCN(CC1)CC1CCC2C(C1)OCO2,220.268,032231-06-4,34199.37895,34.19937895,0.155262584,-0.808933189,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.031858691,1.647563553,147.772,260.3,23.97838117,-13.85112376,-10.1272574,NBOOZXVYXHATOW-UHFFFAOYSA-N,0.4332,61.2637,33.73,97.27290714,1.477782438,231.05865,8
1-hexylsulfinylhexane,CCCCCCS(=O)CCCCCC,218.399,002180-20-3,24.79999998,0.0248,0.000113554,-3.944798965,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.034626449,5.750464569,168.942,307.834,7.560873814,-4.402637804,-3.158236011,DLEXINLCPPEMMI-UHFFFAOYSA-N,3.8957,66.1604,17.07,92.12786849,3.113482599,120.2834189,1
1-fluoro-5-thiocyanatopentane,FCCCCCSC#N,147.214,000661-18-7,442.009007,0.442009007,0.003002493,-2.522517994,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.05106695,5.931929591,117.251,199.798,-25.34571434,8.805874583,16.53983976,QHACRDBQKDNTBY-UHFFFAOYSA-N,2.34048,37.897,23.79,59.24518671,2.688055331,89.54887502,1
(1R.2R.9S.17S)-7.13-diazatetracyclo[7.7.1.02.7.013.17]heptadecan-6-one,O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3,248.364,000519-02-8,1563.962216,1.563962216,0.006297057,-2.200862389,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.05271275,5.858439292,143.742,268.575,-28.20581013,5.650664487,22.55514565,ZSBXGIUJOOQZMP-JLNYLFASSA-N,1.8717,70.161,23.55,109.5063055,1.656853785,354.4027643,16
1-[[1-(4-chlorophenyl)-2-methylpropan-2-yl]amino]propan-2-ol,CC(CNC(CC1CCC(CC1)Cl)(C)C)O,241.757,021564-60-3,1169.990321,1.169990321,0.00483953,-2.315196789,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.055053833,6.206239857,163.692,288.204,-8.694541707,3.415678045,5.278863663,DUJCNGWLFREXBE-UHFFFAOYSA-N,2.9231,69.9785,32.26,104.7600874,2.281882529,198.1092749,2
3-ethyl-1.3-benzoxazol-2-one,CCN1C(=O)OC2C1CCCC2,163.173,030741-06-1,905.9833978,0.905983398,0.005552287,-2.255528059,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.055117514,6.026918701,115.923,197.779,18.75220664,-15.89204527,-2.860161368,CQEWMIYTLWJAAY-UHFFFAOYSA-N,1.7697,44.905,29.54,72.68202664,2.100273527,192.9675568,4
6-amino-2-methylheptan-2-ol,CC(CCCC(O)(C)C)N,145.243,000372-66-7,135897.1931,135.8971931,0.935653994,-0.028884724,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.056338812,2.680693001,118.254,222.184,13.41329402,-7.595838263,-5.81745576,LREQLEBVOXIEOM-UHFFFAOYSA-N,1.2748,43.7982,46.25,63.42797028,3.205455337,83.74860596,2
2-(2-methoxyphenyl)-1.3-dithiolane,COC1CCCCC1C1SCCS1,212.332,024588-76-9,47.00154949,0.047001549,0.000221359,-3.654903275,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.058026756,1.633244216,145.38,239.9,29.07381322,-8.348699055,-20.72511416,JKPYCJKJEBIDIG-UHFFFAOYSA-N,2.9977,61.459,9.23,89.37183303,1.926213358,155.0037354,4
(3Z)-3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N.N-dimethylpropan-1-amine,CN(CC/C=C/1\C2CCCCC2OCC2C1CCCC2)C,279.376,003607-18-9,111.2215633,0.111221563,0.000398107,-3.4000001,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.065618691,2.31009027,199.435,344.54,-23.82869246,13.63067755,10.19801491,ODQWQRRAPPTVAG-BOPFTXTBSA-N,4.2599,88.4,12.47,130.4744915,1.797572895,336.5778543,32
6-(4-methylpiperazin-1-yl)-11H-benzo[c][1]benzazepine,CN1CCN(CC1)C1=NC2CCCCC2CC2C1CCCC2,291.39,001977-11-3,177.3951236,0.177395124,0.000608789,-3.215532966,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.070658779,3.871913404,192.386,335.05,8.408621604,-2.775343848,-5.633277757,PWRPUAKXMQAFCJ-UHFFFAOYSA-N,3.4012,92.316,18.84,135.6998743,1.599679143,410.9033584,16
2-[(4-tert-butyl-2.6-dimethylphenyl)methyl]-4.5-dihydro-1H-imidazole,CC1CC(CC(C1CC1=NCCN1)C)C(C)(C)C,244.375,000526-36-3,0.157595486,0.000157595,6.44892E-07,-6.190513001,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.07263108,3.856099382,177.579,317.815,-18.51044501,7.860052308,10.6503927,HUCJFAOMUPXHDK-UHFFFAOYSA-N,3.7227,78.9187,24.39,112.6469051,1.975121456,301.548875,3
bis(2-methylpropyl) benzene-1.4-dicarboxylate,CC(COC(=O)C1CCC(CC1)C(=O)OCC(C)C)C,278.343,018699-48-4,5.047909507,0.00504791,1.81356E-05,-4.741468743,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.075027111,0.405928365,197.704,349.817,46.53872506,-12.08311502,-34.45561004,LQKWPGAPADIOSS-UHFFFAOYSA-N,3.1912,77.042,52.6,121.7576862,2.283625211,282.4385619,1
5-fluoro-3-(1-methylpyrrolidin-2-yl)-1H-indole,CN1CCCC1C1C[NH]C2C1CC(F)CC2,218.27,001815-29-8,2899.933704,2.899933704,0.013285993,-1.876605979,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.089042663,5.674485549,151.724,265.023,24.11604181,-9.971748706,-14.1442931,OBIXHSPVWCWIOW-UHFFFAOYSA-N,1.8068,63.1697,15.27,97.5762942,1.710667109,258.317149,32
1-(4-methoxyphenyl)propan-2-one,COC1CCC(CC1)CC(=O)C,164.201,000122-84-9,7965.854943,7.965854943,0.048512828,-1.314143404,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.09255695,2.590290453,127.411,220.957,31.24682848,-27.16996953,-4.076858953,WFWKNGZODAOLEO-UHFFFAOYSA-N,2.1707,48.053,26.3,74.29296623,2.21353782,145.9175691,1
1-cyclopentyl-5-dimethylamino-3.6-dimethylpyrimidine-2.4-dione,CN(C1C(C)N(C2CCCC2)C(=O)N(C1=O)C)C,251.325,032150-44-0,561.9888191,0.561988819,0.002236104,-2.650508016,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.097169782,5.656614992,162.082,290.346,-13.00353125,6.914458362,6.089072893,ADLZRPUDXVXGRQ-UHFFFAOYSA-N,1.1417,69.198,43.86,108.7094393,2.270665077,350.1455194,4
1.3-diethyl-1.3-diazinan-2-one,CCN1CCCN(C1=O)CC,156.225,030826-85-8,7279.8136,7.2798136,0.046598263,-1.331630274,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.098659044,5.994009122,117.772,213.922,12.16038273,-3.098215612,-9.062167117,HLWPXRDVZZOLHS-UHFFFAOYSA-N,1.1539,44.507,23.55,67.96920412,2.519162539,133.0274844,1
(10Z)-tricyclo[10.4.0.03.8]hexadeca-1(12).3.5.7.10.13-hexaen-9-ol,OC1C=CC2=C(CC3C1CCCC3)CCC=C2,224.298,063918-61-6,2.199951057,0.002199951,9.80816E-06,-5.008412382,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.104464664,2.31815132,154.531,268.669,-13.21719344,0.952851513,12.26434193,NNRDTDHBXOGJDV-KTKRTIGZSA-N,3.7602,70.6118,20.23,103.9213139,1.897244829,374.9864174,8
4-phenylsulfanylbenzaldehyde,O=CC1CCC(CC1)SC1CCCCC1,214.283,001208-88-4,14.00006532,0.014000065,6.53345E-05,-4.184857656,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.118630452,4.222707673,158.674,260.355,-36.11153467,7.764459567,28.3470751,VDNBWBPUFMZCEW-UHFFFAOYSA-N,3.81,66.274,17.07,97.39152622,1.687312209,190.7126338,1
1-(4-methylphenyl)-3-piperidin-1-ylpyrrolidin-2-one,O=C1C(CCN1C1CCC(CC1)C)N1CCCCC1,258.359,005378-68-7,95.99777426,0.095997774,0.000371567,-3.429962431,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.122672625,4.398766191,167.475,298.305,-9.669628881,7.672460688,1.997168192,WVIDHXRYTCCXBY-UHFFFAOYSA-N,2.6519,76.962,23.55,116.8770787,1.58223024,316.7106228,2
2-[4-(2-methylpropyl)phenyl]butanoic acid,CCC(C1CCC(CC1)CC(C)C)C(=O)O,220.307,055837-18-8,42.95902505,0.042959025,0.000194996,-3.70997388,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.124928179,2.344716642,163.408,292.903,-12.62748247,1.657238227,10.97024424,UULSXYSSHHRCQK-UHFFFAOYSA-N,3.9497,66.3198,37.3,99.43342321,2.384515307,214.7752311,2
6-chlorochromen-2-one,ClC1CCC2C(C1)CCC(=O)O2,180.588,002051-59-4,790.0043311,0.790004331,0.004374623,-2.359059416,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.127710221,4.433801109,115.117,186.857,-36.37080524,4.741404888,31.62940035,AMQSYJCKXPUEDR-UHFFFAOYSA-N,2.0995,46.096,26.3,77.22545919,1.977942265,192.9675568,8
2.5-di(phenyl)-1.3.4-thiadiazole,C1=CC=C(C=C1)C2=NN=C(S2)C3=CC=CC=C3,238.308,001456-21-9,129.9999999,0.13,0.000545513,-3.26319527,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.129753473,4.579708956,173.009,280.448,37.07520528,-28.15322848,-8.921976801,LKZWCRGTHNZTQN-UHFFFAOYSA-N,3.6402,74.5884,24.06,109.6589755,1.497877388,210.3767089,3
2-[3-(dimethylamino)propyl]tricyclo[9.4.0.03.8]pentadeca-1(15).3.5.7.11.13-hexaen-2-ol,CN(CCCC1(O)C2CCCCC2CCC2C1CCCC2)C,295.419,001159-03-1,2.049951493,0.002049951,6.93913E-06,-5.158694839,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.131020235,1.829043607,193.361,341.943,-16.76263625,2.956387384,13.80624887,ONSQUXZPOPTSQF-UHFFFAOYSA-N,4.4659,92.8678,23.47,137.2097252,1.800600673,329.6164069,10
3-[2-[(E)-pent-3-enyl]piperidin-1-yl]propyl benzoate,C/C=C/CCC1CCCCN1CCCOC(=O)C1CCCCC1,315.45,064050-35-7,1.869958506,0.001869959,5.92791E-06,-5.227098562,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.14921957,3.851334429,213.645,383.355,-22.75186895,3.710107141,19.04176181,ZLAMOIIYVOQQBW-NSCUHMNNSA-N,4.7108,95.411,29.54,142.0067869,1.617048455,360.6531743,4
6-methylchromen-2-one,CC1CCC2C(C1)CCC(=O)O2,160.169,000092-48-8,877.2835685,0.877283569,0.005477237,-2.261438469,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.150008139,7.62532594,112.872,191.184,21.48106141,-19.71656302,-1.764498388,FXFYOPQLGGEACP-UHFFFAOYSA-N,2.1282,45.619,26.3,73.28713508,1.977942265,188.2776008,8
N.N-dimethyl-2-[2-(phenylmethyl)phenoxy]ethanamine,CN(CCOC1CCCCC1CC1CCCCC1)C,255.355,009008-95-1,312.1926765,0.312192677,0.001222583,-2.912721655,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.15123704,2.050405376,184.745,322.122,12.53059913,-8.942409327,-3.5881898,IZRPKIZLIFYYKR-UHFFFAOYSA-N,4.0938,81.444,12.47,119.4400415,1.740436272,235.4165639,4
N.N-dimethyl-3-(1-phenyl-3.4-dihydro-2H-isoquinolin-1-yl)propan-1-amine,CN(CCCC1(NCCC2C1CCCC2)C1CCCCC1)C,294.434,063937-68-8,119.9967437,0.119996744,0.000407551,-3.389818498,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.153188185,1.837596148,202.879,357.807,-12.92393226,12.31172426,0.612208004,QLKCCGLEUFIVEC-UHFFFAOYSA-N,4.447,95.1617,15.27,137.9653536,1.765701122,332.5989456,8
(1R.9R.10R)-17-methyl-17-azatetracyclo[7.5.3.01.10.02.7]heptadeca-2(7).3.5-triene-3.4-diol,CN1CC[C@@]23[C@H]([C@H]1CC1C3C(O)C(CC1)O)CCCC2,273.37,063690-32-4,2139.952955,2.139952955,0.007828046,-2.106346627,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.155378472,1.946694337,155.652,285.282,24.50010772,-8.675632428,-15.82447529,VCPXRQXUZJVACG-OGHNNQOOSA-N,2.0188,78.2706,43.7,121.9033014,1.745644476,387.1862937,128
(1-phenylcyclopropyl)methanol,OCC1(CC1)C1CCCCC1,148.202,031729-66-5,2579.947774,2.579947774,0.01740832,-1.75924315,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.155954255,2.361886719,110.687,193.962,-16.47414822,1.131938965,15.34220925,APALRPYIDIBHQN-UHFFFAOYSA-N,2.3392,45.3278,20.23,68.8063015,1.919192612,131.8082035,1
2-chloro-N.N-dimethylpyrimidin-4-amine,ClC1NCCC(N1)N(C)C,157.601,031058-81-8,15700.00001,15.70000001,0.099618657,-1.001659316,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.157623425,8.730011779,115.112,190.439,-6.135279481,1.863582385,4.271697096,MTEQLYDOCFPCAX-UHFFFAOYSA-N,-0.0206,42.8714,27.3,66.72095471,2.319847509,107.1660511,4
1-(1H-indol-3-yl)-N.N-dimethylmethanamine,CN(CC1C[NH]C2C1CCCC2)C,174.242,000087-52-5,6120.824712,6.120824712,0.035128297,-1.454342905,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.178618041,3.774411522,124.851,219.369,17.44681994,-5.872012054,-11.57480789,OCDGBSUVYYVKQZ-UHFFFAOYSA-N,1.3262,55.7927,15.27,81.68670572,1.908168545,167.473214,8
(6aR)-1.2-dimethoxy-6-methyl-5.6.6a.7-tetrahydro-4H-dibenzo[de.g]quinoline,COC1CC2CCN([C@H]3C2C(C1OC)C1CCCCC1C3)C,295.376,000475-83-2,13.19973231,0.013199732,4.46879E-05,-4.349810081,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.180809777,3.4945707,183.811,322.067,22.23331351,-1.454252604,-20.7790609,ORJVQPIHKOARKV-OAHLLOKOSA-N,3.1829,87.781,21.7,135.2718086,1.702487619,398.8964219,256
N-(4-methyl-1.3-oxazol-2-yl)acetamide,CC(=O)NC1OCC(N1)C,140.14,035629-36-8,32199.5405,32.1995405,0.229766951,-0.638712439,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.182246291,4.735701475,104.85,180.945,-10.94550449,0.847152941,10.09835155,KRQWFVYRQYTWRH-UHFFFAOYSA-N,-0.5856,36.1544,50.36,59.93292214,2.244254418,137.7095059,4
2-(3.5-dimethylpyrazol-1-yl)-1H-benzimidazole,CC1NN(C(C1)C)C1NC2C([NH]1)CCCC2,212.25,040341-04-6,1759.950248,1.759950248,0.008291874,-2.081347308,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.214913686,2.940654002,156.553,264.595,19.19120979,-0.407421953,-18.78378784,RUGYNGIMTAFTLP-UHFFFAOYSA-N,0.7613,64.6191,39.33,98.11567707,1.639498723,243.4033153,12
N'.N'-dimethyl-N-(phenylmethyl)-N-pyrimidin-2-ylethane-1.2-diamine,CN(CCN(C1NCCCN1)CC1CCCCC1)C,256.346,000531-08-8,3719.898424,3.719898424,0.01451124,-1.838295464,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.218670393,0.872977456,178.449,309.468,19.69928162,-5.191401939,-14.50787968,SVBNKTIROPNBQH-UHFFFAOYSA-N,1.2968,81.1124,30.54,118.45617,1.836194674,232.3000733,1
2-diethylamino-1-(2.2.6.6-tetramethyl-3H-pyridin-1-yl)ethanone,CCN(CC(=O)N1C(C)(C)CC=CC1(C)C)CC,252.396,053725-45-4,63.99848111,0.063998481,0.000253564,-3.595912801,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.227243869,5.635292756,168.928,310.656,-12.9537207,10.51496948,2.438751219,SQMVHTYCDBPBJL-UHFFFAOYSA-N,2.6739,76.549,23.55,111.8341959,2.903089059,327.385303,1
(3R)-1-[(6S)-8-chloro-5.6-dihydrobenzo[b][1]benzothiepin-6-yl]-N-ethyl-N-methylpyrrolidin-3-amine,CCN([C@@H]1CCN(C1)[C@H]1CC2CCCCC2SC2C1CC(Cl)CC2)C,372.955,057602-86-5,0.065500002,6.55E-05,1.75624E-07,-6.755415121,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.233993972,3.549834119,222.553,380.582,-19.53342135,-0.840615261,20.37403661,HLPPSQPFFGNHHE-MJGOQNOKSA-N,4.8528,110.794,6.48,163.9608123,1.525146962,447.6119865,128
N.N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine,CN(CCCN1C2CCCCC2SC2C1CC(CC2)C(F)(F)F)C,352.417,017146-88-2,1.7662682,0.001766268,5.01187E-06,-5.3000002,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.236906682,3.247958788,219.761,373.721,-15.1618284,-0.282402481,15.44423088,XSCGXQMFQXDFCW-UHFFFAOYSA-N,4.3977,94.484,6.48,148.0651571,1.724726205,415.5582785,32
tricyclo[9.4.0.03.8]pentadeca-1(15).3.5.7.9.11.13-heptaen-2-amine,NC1C2CCCCC2C=CC2C1CCCC2,207.27,031721-90-1,34.49900133,0.034499001,0.000166445,-3.778729924,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.242477152,1.694183361,143.023,243.558,-21.18009712,12.2978292,8.882267923,HKLYXHWNPAGMMW-UHFFFAOYSA-N,3.4963,68.0114,26.02,99.48123483,1.831355137,244.6085167,10
(E)-3-(4-chlorophenyl)prop-2-enenitrile,N#C/C=C/C1CCC(CC1)Cl,163.604,028446-72-2,270.9999999,0.271,0.001656439,-2.780824627,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.245770309,4.474381696,111.356,180.757,-52.31355157,14.49586357,37.817688,PPCNBCKABHGVMX-OWOJBTEDSA-N,2.86378,46.352,23.79,72.65919967,2.289043057,172.4919795,2
N-(2.6-Dimethylphenyl)-5.6-dihydro-4H-1.3-thiazin-2-amine,CC1CCCC(C1NC1=NCCCS1)C,220.334,007361-61-7,0.8946,0.0008946,4.0602E-06,-5.391452625,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.249460796,2.638395061,152.143,262.574,16.51731602,-0.805238301,-15.71207772,BPICBUSOMSTKRF-UHFFFAOYSA-N,2.8936,68.4797,24.39,97.31024667,1.929424071,229.7766184,3
1-ethyl-13-methyl-10-prop-2-enyl-10-azatricyclo[7.3.1.02.7]trideca-2(7).3.5-trien-4-ol,C=CCN1CCC2(C(C1CC1C2CC(CC1)O)C)CC,271.397,014930-84-8,88.89771041,0.08889771,0.000327556,-3.484714467,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.252487124,1.324167631,170.768,309.692,23.65488381,-21.78926486,-1.865618952,DVLZNYFUUUDCOL-UHFFFAOYSA-N,3.4601,83.5178,23.47,123.7902379,1.894171904,368.4297231,64
1-(4-butyl-2.2.6.6-tetramethyl-3H-pyridin-1-yl)-2-piperidin-1-ylethanone,CCCCC1=CC(N(C(C1)(C)C)C(=O)CN1CCCCC1)(C)C,320.513,053725-48-7,0.23199421,0.000231994,7.23822E-07,-6.140368503,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.253570461,5.799213884,215.785,397.863,-22.11852667,17.65805138,4.460475287,LCUQUQYVCIRRJK-UHFFFAOYSA-N,4.3784,97.52,23.55,142.6530753,2.11926861,444.5580266,1
2-methyl-2-pentan-2-ylpropane-1.3-diol,CCCC(C(CO)(CO)C)C,160.254,025462-49-1,1199.977537,1.199977537,0.007487972,-2.125635762,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.26182659,3.002073146,119.457,223.417,-17.02075818,15.43422213,1.586536051,QGBQYMQTQNOOHP-UHFFFAOYSA-N,1.4135,46.3506,40.46,69.24725545,4.001453447,97.73585546,2
5-ethylbenzo[b][1.4]benzoxazepin-6-one,CCN1C(=O)C2CCCCC2OC2C1CCCC2,239.269,017296-50-3,49.99036808,0.049990368,0.00020893,-3.6800001,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.263098584,4.701952578,156.552,265.287,25.26690395,-7.971704935,-17.29519902,MRBRHCRUXKHKKI-UHFFFAOYSA-N,2.7351,70.262,29.54,109.8658482,1.867421884,317.6154623,16
7-methyl-3-(1-methylpyrrolidin-2-yl)-1H-indole,CN1CCCC1C1C[NH]C2C1CCCC2C,214.306,019137-72-5,1539.956887,1.539956887,0.007185785,-2.143525768,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.263312675,4.002359758,154.631,271.618,19.2800036,-17.75642429,-1.523579302,PALMSMPURBFZAO-UHFFFAOYSA-N,2.1048,67.4377,15.27,99.77570091,1.724325133,253.1198964,32
2.3.4.5.6-Pentafluorobenzoic acid,FC1C(F)C(C(=O)O)C(C(C1F)F)F,212.074,000602-94-8,7030.966842,7.030966842,0.033153366,-1.479472378,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.264618714,4.99558301,104.857,176.927,9.781037089,14.44655465,-24.22759174,YZERDTREOUSUHF-UHFFFAOYSA-N,1.3913,35.6058,37.3,75.70650543,2.916265584,220.120044,10
ethyl 1-methyl-4-phenylazepane-4-carboxylate,CCOC(=O)C1(CCCN(CC1)C)C1CCCCC1,261.359,000077-15-6,561.4871309,0.561487131,0.002148337,-2.667897653,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.265299834,1.990494301,175.909,314.972,-15.31414396,4.374503916,10.93964005,WGJHHMKQBWSQIY-UHFFFAOYSA-N,3.2319,76.989,29.54,117.2366214,2.172007439,299.1240585,2
4.5.7-trichloro-3H-1.3-benzoxazol-2-one,O=C1[NH]C2C(O1)C(Cl)CC(C2Cl)Cl,238.455,064037-31-6,95.20279468,0.095202795,0.000399248,-3.398756736,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.26963221,3.454271516,135.938,211.022,-27.12236724,7.184906699,19.93746054,DEUSSOTUEGORRC-UHFFFAOYSA-N,1.6893,50.7327,38.33,90.6519696,2.174849236,237.7775444,32
10-(1-azabicyclo[2.2.2]octan-8-ylmethyl)phenothiazine,C1CCC2C(C1)N(CC1CN3CCC1CC3)C1C(S2)CCCC1,322.467,029216-28-2,0.417696114,0.000417696,1.29531E-06,-5.887624842,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.271655316,4.342775991,200.444,341.508,-19.23616166,8.213588633,11.02257303,HOKDBMAJZXIPGC-UHFFFAOYSA-N,3.9994,99.039,6.48,146.2867728,1.356888171,397.8647362,20
2-(4-chlorophenyl)-3-methylbutane-2.3-diol,CC(C(O)(C)C)(C1CCC(CC1)Cl)O,214.689,000079-93-6,325.0000001,0.325,0.001513818,-2.819926432,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.276505721,4.919581005,135.196,235.743,16.43810627,-10.94873091,-5.489375365,HTYIXCKSEQQCJO-UHFFFAOYSA-N,2.3059,58.5206,40.46,91.27457475,2.645740669,187.9544373,2
3-(2-methylpiperidin-1-yl)propyl 2-phenylacetate,CC1CCCCN1CCCOC(=O)CC2=CC=CC=C2,275.386,063906-46-7,60.59867969,0.06059868,0.00022005,-3.657478696,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.284710415,3.562352458,181.817,327.713,-13.64272256,9.978013552,3.664709005,HQRJTGCTWZMXKJ-UHFFFAOYSA-N,3.0368,80.608,29.54,121.4748362,1.595068477,404.7108479,2
5-chloro-3-(1-methylpyrrolidin-2-yl)-1H-indole,CN1CCCC1C1C[NH]C2C1CC(Cl)CC2,234.725,019134-31-7,988.9915312,0.988991531,0.004213405,-2.375366775,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.290140135,6.746205039,159.334,272.046,25.7644158,-10.82387035,-14.94054545,KSVBDCVNOLOLNW-UHFFFAOYSA-N,2.0761,67.9147,15.27,103.714025,1.710667109,258.317149,32
3-cyclopentyl-5-dimethylamino-1.6-dimethylpyrimidine-2.4-dione,CN(C1C(C)N(C)C(=O)N(C1=O)C1CCCC1)C,251.325,032150-39-3,561.9888191,0.561988819,0.002236104,-2.650508016,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G6,9.290867644,5.585296991,165.62,296.531,-18.15582051,-1.15690585,19.31272636,KAHQJDOPZZKJHB-UHFFFAOYSA-N,1.1417,69.198,43.86,108.7094393,2.2730559,350.1455194,4
