InChIKey,solute_id,smiles_canon,molecular_weight,TPSA,polarity_class,size_class,hybrid_class
BPMVRAQIQQEBLN-UHFFFAOYSA-N,solute_1263,COC(=O)N=NC=C1C=[N+]([O-])c2ccccc2N1O,262.22499999999997,100.55999999999999,polar,small,"polar,small"
VLYOOXLMUKHFNY-UHFFFAOYSA-N,solute_1264,CC(C)OC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],253.21,106.74000000000001,polar,small,"polar,small"
IQNKZUQUGOTVLG-UHFFFAOYSA-N,solute_1265,N#Cc1ccccc1S(=O)(=O)Nc1ccccc1,258.30199999999996,69.96,polar,small,"polar,small"
SUWGHSHLNOADHI-IMJSIDKUSA-N,solute_1266,O=C1NC(CO)C(=O)NC1CO,174.156,98.66000000000001,polar,small,"polar,small"
VBKKVDGJXVOLNE-UHFFFAOYSA-N,solute_1267,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,456.5500000000002,55.38000000000001,polar,large,"polar,large"
MKDJSPLAUHWNBN-UHFFFAOYSA-N,solute_1268,Cc1[nH]oc(=O)c1N=O,128.087,75.43,polar,small,"polar,small"
MUBXNIUEXMLKDP-UHFFFAOYSA-N,solute_1269,CC(C)=NNC(=O)Nc1ccccc1,191.234,53.49,polar,small,"polar,small"
UTOHZQYBSYOOGC-UHFFFAOYSA-N,solute_1270,C=CCSC(=O)n1c(N)c(-c2ccccc2C)c(=O)n1C(C)C,331.4410000000001,70.02000000000001,polar,large,"polar,large"
YXIIPOGUBVYZIW-UHFFFAOYSA-N,solute_1271,Cn1nc(-c2cc(OCC(=O)O)c(Cl)cc2F)c(Cl)c1OC(F)F,385.12500000000006,73.58000000000001,polar,large,"polar,large"
NZOWVZVFSVRNOR-UHFFFAOYSA-N,solute_1272,O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,444.5300000000002,50.44,polar,large,"polar,large"
IUNNCDSJWDQYPW-DJWKRKHSSA-N,solute_1273,CC=NNC(N)=O,101.10900000000001,67.47999999999999,polar,small,"polar,small"
VIWYMIDWAOZEAZ-SYDPRGILSA-N,solute_1274,CC(CC(C)C(=O)O)C(=O)O,160.16899999999998,74.6,polar,small,"polar,small"
KOFCUJKHOUYKPO-UHFFFAOYSA-N,solute_1275,Cc1nc2c(=O)n(C)c(=O)n(C)c2n1C,208.22099999999998,61.82,polar,small,"polar,small"
VRJAEQGSNATVEE-UHFFFAOYSA-N,solute_1276,Cc1cccc(NC(=O)CCC(=O)O)c1,207.22899999999998,66.4,polar,small,"polar,small"
GIITZCIPVGXMHH-UHFFFAOYSA-N,solute_1277,O=C(O)CSC(CC(=O)O)c1ccccc1,240.28000000000003,74.6,polar,small,"polar,small"
VSVAQRUUFVBBFS-UHFFFAOYSA-N,solute_1278,O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,539.4940000000003,37.3,polar,large,"polar,large"
HCHRSYLSCJROCA-UHFFFAOYSA-N,solute_1279,O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccnc1,271.236,102.76,polar,small,"polar,small"
VCNKRNUCSFJFQP-VLGSPTGOSA-N,solute_1280,O=C1C=Cc2ccccc2C1=NNc1ccc(S(=O)(=O)O)cc1,328.34900000000005,95.83,polar,large,"polar,large"
CLZJIDPTNPRSOZ-UHFFFAOYSA-N,solute_1281,CCCCOC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],267.237,106.74000000000001,polar,small,"polar,small"
UTYVDVLMYQPLQB-UHFFFAOYSA-N,solute_1282,O=C(O)CNC(=O)Cc1ccccc1,193.20200000000003,66.4,polar,small,"polar,small"
AWSZRJQNBMEZOI-UHFFFAOYSA-N,solute_1283,COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1,447.45300000000015,76.39,polar,large,"polar,large"
HRIJEJDKCKJHEG-UHFFFAOYSA-N,solute_1284,CCN(CC)C(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,293.327,82.13,polar,small,"polar,small"
IOYNQIMAUDJVEI-UHFFFAOYSA-N,solute_1285,CCC(=NOCC=CCl)C1=C(O)CC(C2CCOCC2)CC1=O,341.83500000000015,68.12,polar,large,"polar,large"
KVEQCVKVIFQSGC-UHFFFAOYSA-N,solute_1286,COc1nc(NC(=O)NS(=O)(=O)c2ccccc2C(F)(F)F)nc(C(F)(F)F)n1,445.30100000000004,123.16999999999999,polar,large,"polar,large"
AYARGAAVUXXAON-UHFFFAOYSA-N,solute_1287,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,226.14,132.13,polar,small,"polar,small"
CTMCUPGWMZDNHP-UHFFFAOYSA-N,solute_1288,O=C(O)C1OC(c2ccccc2)OC1C1COC(c2ccccc2)O1,342.34700000000004,74.22000000000001,polar,large,"polar,large"
PMSHCTAHVFWNET-UHFFFAOYSA-N,solute_1289,O=S1(=O)N=C(Nc2ccccc2)c2ccccc21,258.3020000000001,58.53,polar,small,"polar,small"
QZXATCCPQKOEIH-UHFFFAOYSA-N,solute_1290,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,359.28900000000004,98.48,polar,large,"polar,large"
GWZYSXKZOOVIDP-XFXZXTDPSA-N,solute_1291,CN(C)C=C1OC(=O)C(C#N)=C1c1ccccc1,240.262,53.33,polar,small,"polar,small"
BGPZYJSOTDBJMV-UHFFFAOYSA-N,solute_1292,CCCc1nc(C(=O)O)c(C(=O)O)[nH]1,198.178,103.28,polar,small,"polar,small"
NLFLEJNTMQHUTI-YRNVUSSQSA-N,solute_1293,CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)NC=O,279.292,73.86000000000001,polar,small,"polar,small"
WIUUIGUJULBTKD-UHFFFAOYSA-N,solute_1294,CCc1nc2[nH]cnc(=O)c2nc1CC,204.23299999999998,71.53,polar,small,"polar,small"
DCXMXXNUXSBWDI-FPJCOBNTSA-N,solute_1295,COC(=O)C1OC(OC)C(O)C(O)C1O,222.193,105.45000000000002,polar,small,"polar,small"
MKDRDNZMGUXDIU-UHFFFAOYSA-N,solute_1296,COC(=O)c1c(C(=O)O)ccc(OC)c1OC,240.21099999999998,82.06000000000002,polar,small,"polar,small"
BTWNKPNDKBRQRN-UHFFFAOYSA-N,solute_1297,Cc1noc(C)c1NS(=O)(=O)c1ccc(N)cc1,267.31,98.22,polar,small,"polar,small"
VVCKHODQOZBLBQ-UAIOPKHMSA-N,solute_1298,O=C1OCCN1N=CC=Cc1ccc([N+](=O)[O-])o1,251.198,98.17999999999999,polar,small,"polar,small"
RBFWNKHUHWWMCO-UHFFFAOYSA-N,solute_1299,COc1ccc(C)cc1NC(=S)NN=Cc1cccc([N+](=O)[O-])c1,344.3960000000001,88.78999999999999,polar,large,"polar,large"
ADDQHLREJDZPMT-CQSZACIVSA-N,solute_1300,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,440.8580000000001,64.8,polar,large,"polar,large"
RLKGRKZRIZYVSG-UHFFFAOYSA-N,solute_1301,O=[N+]([O-])c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1,307.28700000000003,122.23,polar,large,"polar,large"
GYAXOMJLDKJSGB-UHFFFAOYSA-N,solute_1302,COc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,280.30899999999997,107.19999999999999,polar,small,"polar,small"
ZHKXBELKPQXYEH-UHFFFAOYSA-N,solute_1303,Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,262.334,72.19,polar,small,"polar,small"
QNXAVFXEJCPCJO-UHFFFAOYSA-N,solute_1304,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,406.2260000000001,98.48,polar,large,"polar,large"
UFEODZBUAFNAEU-NLRVBDNBSA-N,solute_1306,CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,458.8330000000001,96.65000000000002,polar,large,"polar,large"
REDMBNQXBOTRET-UHFFFAOYSA-N,solute_1307,O=C(O)CC(O)(C(=O)O)c1ccccc1,210.18500000000003,94.83,polar,small,"polar,small"
RYKARZOAAYTVAL-UHFFFAOYSA-N,solute_1308,Nc1ccc(S(=O)(=O)Nc2ncco2)cc1,239.25600000000003,98.22,polar,small,"polar,small"
RVKCCVTVZORVGD-UHFFFAOYSA-N,solute_1309,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,252.26599999999993,80.67000000000002,polar,small,"polar,small"
QNIPROSCSFQJIO-WGDLNXRISA-N,solute_1310,CC(=O)C=C(C)NC1CCCCC1NC(C)=CC(C)=O,278.396,58.2,polar,small,"polar,small"
MFKJKDJNFMUPQU-PAERIMEKSA-N,solute_1311,NC(=S)NN=CC=Cc1ccc([N+](=O)[O-])o1,240.24399999999997,106.69,polar,small,"polar,small"
CJFUSXTZNHJXBV-UHFFFAOYSA-N,solute_1312,O=C(O)c1cc(Cl)cc(C(=O)O)c1C(=O)O,244.58599999999998,111.89999999999999,polar,small,"polar,small"
FKNJURNHJJFOFH-UHFFFAOYSA-N,solute_1313,O=C(O)CN=C(S)SCC(=O)O,209.24799999999996,86.96,polar,small,"polar,small"
GTLUQRDIJWHQGF-UHFFFAOYSA-N,solute_1314,S=c1nc[nH]c2nccnc12,164.193,54.46,polar,small,"polar,small"
SILSDTWXNBZOGF-KUZBFYBWSA-N,solute_1315,CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1,359.919,58.89,polar,large,"polar,large"
OWUZCVPRFKSBRG-UHFFFAOYSA-N,solute_1316,O=c1c(C2CC(c3ccc(OCc4ccc(C(F)(F)F)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,542.5530000000002,59.67,polar,large,"polar,large"
ZHUYDWZLTZQVMN-UHFFFAOYSA-N,solute_1317,CCOc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,294.33599999999996,107.19999999999999,polar,small,"polar,small"
IDCPFAYURAQKDZ-UHFFFAOYSA-N,solute_1318,NC(N)=N[N+](=O)[O-],104.06899999999999,107.54000000000002,polar,small,"polar,small"
PLPFTLXIQQYOMW-UHFFFAOYSA-N,solute_1319,O=C(O)c1cc(Cl)cc(C(=O)O)c1,200.577,74.6,polar,small,"polar,small"
KAHTUTUIWFIUTC-UHFFFAOYSA-N,solute_1320,Nc1ccc(S(=O)(=O)NC2=CC(=O)c3ccccc3C2=O)cc1,328.3490000000001,106.32999999999998,polar,large,"polar,large"
HAHJBRYAJBYMHW-UHFFFAOYSA-N,solute_1321,CC(C)Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,306.391,97.97,polar,large,"polar,large"
GISWIXLYKWWBTE-UHFFFAOYSA-N,solute_1322,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NCC(=O)O,274.254,126.61,polar,small,"polar,small"
CKPIWBTXNLQELX-UHFFFAOYSA-N,solute_1323,CCCCCCS(=O)(=O)NS(=O)(=O)CCCCCC,313.4850000000001,80.31,polar,large,"polar,large"
HWATZEJQIXKWQS-UHFFFAOYSA-N,solute_1324,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,407.33000000000004,132.4,polar,large,"polar,large"
UTTXCVWQZVYQRZ-UHFFFAOYSA-N,solute_1325,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1,311.388,88.16,polar,large,"polar,large"
WJFIIFOTAPDUOE-UHFFFAOYSA-N,solute_1326,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nc2)cc1,283.74,85.08,polar,small,"polar,small"
QDBGFWZGJHWBLM-UHFFFAOYSA-N,solute_1327,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,275.395,80.39,polar,small,"polar,small"
JISACBWYRJHSMG-UHFFFAOYSA-N,solute_1328,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,325.348,65.07000000000001,polar,large,"polar,large"
FBEPFGKUHGVRNU-UHFFFAOYSA-N,solute_1329,Cc1nc2c(=O)[nH]c(=O)n(C)c2[nH]c1=O,208.17699999999996,100.60999999999999,polar,small,"polar,small"
DAGCKBUHRHEBDX-UHFFFAOYSA-N,solute_1330,CCOc1cccnc1NS(=O)(=O)c1ccc(N)cc1,293.348,94.30999999999999,polar,small,"polar,small"
XRJDITBTRULNOY-UHFFFAOYSA-N,solute_1331,CN(CC(=O)O)C(=S)SCc1ccccc1,255.364,40.540000000000006,polar,small,"polar,small"
OUDAZSXLGPXFSC-UHFFFAOYSA-N,solute_1332,CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)cn1,293.34799999999996,94.31,polar,small,"polar,small"
IPDKSGJFMBIZJI-UHFFFAOYSA-N,solute_1333,Nc1ccc(S(=O)(=O)Nc2ncc3c(n2)CCCC3)cc1,304.37500000000006,97.97,polar,large,"polar,large"
ASWFWIACWHAFNP-UHFFFAOYSA-N,solute_1334,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)no1,254.271,111.11,polar,small,"polar,small"
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,solute_1335,CCCCc1c(C)[nH]c(N(C)C)nc1=O,209.29299999999998,48.99,polar,small,"polar,small"
NMTKGTNSNXJRJC-UHFFFAOYSA-N,solute_1336,CCCc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,292.364,97.97,polar,small,"polar,small"
COSZGCBTURPTLV-UHFFFAOYSA-N,solute_1337,CCc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,278.337,97.97,polar,small,"polar,small"
DFFWZNDCNBOKDI-UHFFFAOYSA-N,solute_1338,O=C1CC(C(=O)O)CC(=O)C1=C(O)C1CC1,224.21199999999996,91.67,polar,small,"polar,small"
OORLZFUTLGXMEF-UHFFFAOYSA-N,solute_1339,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,387.19500000000005,85.99000000000001,polar,large,"polar,large"
RUBNOJFDOZNHSQ-UHFFFAOYSA-N,solute_1340,C=CCNC(=S)NNc1ccc([N+](=O)[O-])cc1,252.299,79.22999999999999,polar,small,"polar,small"
MPODODXILOYOLX-UHFFFAOYSA-N,solute_1341,Nc1ccc(S(=O)(=O)Nc2ccc(Br)nc2)cc1,328.19100000000003,85.08,polar,large,"polar,large"
KIANDUXTXYWIIF-UHFFFAOYSA-N,solute_1342,O=C(O)c1ccccc1-c1nn(-c2ccccc2)nc1C(=O)O,309.28100000000006,105.30999999999999,polar,large,"polar,large"
UVIRSBTTXOHPDA-UHFFFAOYSA-N,solute_1343,O=C(O)C1C(C(=O)O)C1C(=O)O,174.108,111.89999999999999,polar,small,"polar,small"
OIPFAEVFPXYUDR-UHFFFAOYSA-N,solute_1344,Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,250.28300000000004,97.97,polar,small,"polar,small"
NWWZPOKUUAIXIW-DHZHZOJOSA-N,solute_1345,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],291.72,84.1,polar,small,"polar,small"
RMFPEJPMFLINPG-UHFFFAOYSA-N,solute_1346,Nc1ccc(S(=O)(=O)Nc2cnc(Cl)nc2)cc1,284.728,97.97,polar,small,"polar,small"
SPWMJDSWMVZTIE-UHFFFAOYSA-N,solute_1347,CC1CCC(C(C)C)c2nc(NS(=O)(=O)c3ccc(N)cc3)ncc21,360.48300000000006,97.97,polar,large,"polar,large"
XXFFPIGCLCJRHI-UHFFFAOYSA-N,solute_1348,Cc1nccc(NS(=O)(=O)c2ccc(N)cc2)n1,264.31,97.97,polar,small,"polar,small"
VIXCLRUCUMWJFF-UHFFFAOYSA-N,solute_1349,CS(=O)(=O)c1ccc(C(=O)C2=C(Sc3ccccc3)C3CCC(C3)C2=O)c(Cl)c1,446.9770000000002,68.28,polar,large,"polar,large"
LTUNNEGNEKBSEH-UHFFFAOYSA-N,solute_1350,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,419.3850000000001,123.17,polar,large,"polar,large"
BLEXKHFCGBOLFZ-UHFFFAOYSA-N,solute_1351,Nc1ccc(S(=O)(=O)Nc2nc3ccccc3s2)cc1,305.384,85.08,polar,large,"polar,large"
LHIOEPUJNRFLFW-UHFFFAOYSA-N,solute_1352,O=C(O)CC[Se]CCC(=O)O,225.10199999999998,74.6,polar,small,"polar,small"
BUCOQPHDYUOJSI-UHFFFAOYSA-N,solute_1353,CCC(=O)C1C(=O)CC(C(=O)O)CC1=O,212.20099999999996,88.50999999999999,polar,small,"polar,small"
BBXXLROWFHWFQY-UHFFFAOYSA-N,solute_1354,CCCCc1c(C)[nH]c(NCC)nc1=O,209.29299999999998,57.78,polar,small,"polar,small"
JUJVFYCXJFWVJY-UHFFFAOYSA-N,solute_1355,C=C(C)C(CC(=O)O)C(=O)O,158.153,74.6,polar,small,"polar,small"
ZFVJMQJUMYSDOT-UHFFFAOYSA-N,solute_1356,CCCCCc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,320.41800000000006,97.97,polar,large,"polar,large"
QNOQSOJREDRYBC-UHFFFAOYSA-N,solute_1357,NC1=NS(=O)(=O)c2ccccc21,182.204,72.52,polar,small,"polar,small"
SDSVKMXBDBZYJJ-UHFFFAOYSA-N,solute_1358,Cn1ccsc1=NS(=O)(=O)c1ccc(N)cc1,269.351,77.45,polar,small,"polar,small"
PPVUTYXZHCLELJ-UHFFFAOYSA-N,solute_1359,Cc1nonc1NS(=O)(=O)c1ccc(N)cc1,254.271,111.11,polar,small,"polar,small"
WRIRWRKPLXCTFD-UHFFFAOYSA-N,solute_1360,NC(=O)CC(N)=O,102.093,86.18,polar,small,"polar,small"
BPGSASFKCZQNNZ-UHFFFAOYSA-N,solute_1361,Nc1nc2ncnc-2c(C(F)(F)F)[nH]1,203.12699999999998,80.47999999999999,polar,small,"polar,small"
UUBZPMKBMHXGNE-UHFFFAOYSA-N,solute_1362,NC(N)=NC(N)=Nc1cccc2ccccc12,227.27100000000002,102.78,polar,small,"polar,small"
VYFOOXBIRRKSIH-SOSBWXJGSA-N,solute_1363,CCOC(=O)C(O)C(O)C(O)C(O)C(=O)OCC,266.246,133.52,polar,small,"polar,small"
JUXJZTJLUULZRU-UHFFFAOYSA-N,solute_1364,CC(=O)c1ccc(NC(=O)Nc2ccc(C(C)=O)cc2)cc1,296.32599999999996,75.27000000000001,polar,small,"polar,small"
LJKAKWDUZRJNPJ-UHFFFAOYSA-N,solute_1365,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)cc(C)n2)cc1,320.374,101.05,polar,large,"polar,large"
PHFJZKMLXDFUNB-UHFFFAOYSA-N,solute_1366,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,306.34700000000004,101.05,polar,large,"polar,large"
KDWIQQMGKVEFSK-UHFFFAOYSA-N,solute_1367,Nc1ccc(S(=O)(=O)Nc2cnc(N)nc2)cc1,265.298,123.99,polar,small,"polar,small"
CAESXMWIHSGVKP-UHFFFAOYSA-N,solute_1368,CC(=O)Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,292.32,101.05,polar,small,"polar,small"
TVQAUZKNFJQEJF-UHFFFAOYSA-N,solute_1369,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NC(C)C(=O)O,288.281,126.61,polar,small,"polar,small"
LJQDENZRNPWESK-UHFFFAOYSA-N,solute_1370,NC(=O)c1cccc(NC(=O)c2cccc(N)c2)c1,255.277,98.21,polar,small,"polar,small"
LLIQJKREYJVRFV-UHFFFAOYSA-N,solute_1371,CC(C(=O)O)N(CCC#N)CCC#N,195.22199999999998,88.12,polar,small,"polar,small"
UEMLYRZWLVXWRU-UHFFFAOYSA-N,solute_1372,NC(S)=NS(=O)(=O)c1ccc(N)cc1,231.302,98.53999999999999,polar,small,"polar,small"
PXLQGDIGGVWXLW-ZXZARUISSA-N,solute_1373,CC([Se]C(C)C(=O)O)C(=O)O,225.10199999999998,74.6,polar,small,"polar,small"
POXFXLAMAIJLDM-UHFFFAOYSA-N,solute_1374,Nc1ccc(S(=O)(=O)N=c2ccccn2O)cc1,265.29400000000004,97.68000000000002,polar,small,"polar,small"
AXGZQGKVFWKBSF-UHFFFAOYSA-N,solute_1375,O=C(O)C[Se]CC(=O)O,197.04799999999997,74.6,polar,small,"polar,small"
BAKWJOULPYBIME-UHFFFAOYSA-N,solute_1376,CCN(CC)c1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,321.40600000000006,101.21000000000001,polar,large,"polar,large"
PXDBUWPMANSAFI-UHFFFAOYSA-N,solute_1377,Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,250.28300000000004,97.97,polar,small,"polar,small"
LVQULDWBTMQSCU-UHFFFAOYSA-N,solute_1378,Nc1ccc(S(=O)(=O)Nc2ccc(N)nc2)cc1,264.31,111.1,polar,small,"polar,small"
OPTASPLRGRRNAP-UHFFFAOYSA-N,solute_1381,Nc1ccnc(=O)[nH]1,111.104,71.77,polar,small,"polar,small"
VOXWRPFVWYTAMA-MDWZMJQESA-N,solute_1383,CC(CCC(=O)O)=NNC(=O)c1ccncc1,235.24300000000002,91.64999999999999,polar,small,"polar,small"
HBJOXQRURQPDEX-MHXMMLMNSA-N,solute_1384,CCC1CCNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,410.9640000000001,111.05000000000001,polar,large,"polar,large"
VZZVQTDKIMYMCG-UHFFFAOYSA-N,solute_1385,Nc1ccc(S(=O)(=O)Nc2ccc(N)cn2)cc1,264.31,111.1,polar,small,"polar,small"
YSKUZVBSHIWEFK-UHFFFAOYSA-N,solute_1386,Nc1nc(=O)[nH]c(=O)[nH]1,128.09099999999998,104.63,polar,small,"polar,small"
XXVXIPPJGSLKSX-UHFFFAOYSA-N,solute_1387,O=C(NCCCCCCNC(=O)OCCCCO)OCCCCO,348.44000000000017,117.12000000000002,polar,large,"polar,large"
ZGWSIKBJQLBUPK-UHFFFAOYSA-N,solute_1388,NC(=O)NC(=O)c1ccccc1C(=O)O,208.17299999999997,109.49,polar,small,"polar,small"
YHGNXQAFNHCBTK-OWOJBTEDSA-N,solute_1389,O=C(O)CC=CCC(=O)O,144.126,74.6,polar,small,"polar,small"
HKJOYARIOKGODS-UHFFFAOYSA-N,solute_1390,NCCCCCC(=O)NCCCCCC(=O)NCCCCCC=O,341.49600000000015,101.28999999999999,polar,large,"polar,large"
IUQAXCIUEPFPSF-UHFFFAOYSA-N,solute_1391,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,440.82300000000015,94.58,polar,large,"polar,large"
UYRFPODVSLYSCO-UHFFFAOYSA-N,solute_1392,O=C(O)CCCP(=O)(O)O,168.08500000000004,94.83,polar,small,"polar,small"
PQFDUCZWWSHNBL-UHFFFAOYSA-N,solute_1394,CCCCNC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,302.37800000000004,68.06,polar,large,"polar,large"
KRQUFUKTQHISJB-UHFFFAOYSA-N,solute_1395,CCCC(=NOCC(C)Oc1ccc(Cl)cc1)C1=C(O)CC(C2CCCSC2)CC1=O,466.04300000000035,68.12,polar,large,"polar,large"
XVMSFILGAMDHEY-UHFFFAOYSA-N,solute_1396,Nc1ccc(S(=O)(=O)c2ccc(N)cn2)cc1,249.29500000000002,99.07000000000001,polar,small,"polar,small"
GLBLPMUBLHYFCW-UHFFFAOYSA-N,solute_1398,COc1cc(OC)n2nc(NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1,434.3560000000001,129.83,polar,large,"polar,large"
PBGTVGVCOJBUNK-UHFFFAOYSA-N,solute_1399,CCOCCNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,320.41400000000004,81.42,polar,large,"polar,large"
MVXYTRNPKSARHR-UHFFFAOYSA-N,solute_1400,O=C(O)COc1cccc(OCC(=O)O)c1OCC(=O)O,300.219,139.59,polar,large,"polar,large"
YOFGCSKEYMCZKK-XJFOESAGSA-N,solute_1401,CC(=O)OCC(O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,348.3040000000001,142.50000000000003,polar,large,"polar,large"
KJDIOINTBBPCAD-UHFFFAOYSA-N,solute_1402,O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O,358.302,127.2,polar,large,"polar,large"
GZCGUPFRVQAUEE-SLPGGIOYSA-N,solute_1403,O=CC(O)C(O)C(O)C(O)CO,180.15599999999998,118.22000000000001,polar,small,"polar,small"
GNHDVXLWBQYPJE-UHFFFAOYSA-N,solute_1404,CC(C)N(C)S(=O)(=O)NC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,500.8580000000002,110.47999999999999,polar,large,"polar,large"
BGZZWXTVIYUUEY-UHFFFAOYSA-N,solute_1405,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],438.76700000000005,115.61000000000001,polar,large,"polar,large"
UWWUXWWWOUNMKW-UHFFFAOYSA-N,solute_1406,O=c1ncnc2[nH]ccnc1-2,148.12499999999997,71.53,polar,small,"polar,small"
PNLRJGYHLCFMLM-UHFFFAOYSA-N,solute_1407,CCc1nc2c(=O)[nH]c(=O)nc-2[nH]c1CC,220.23199999999997,91.5,polar,small,"polar,small"
XOXHILFPRYWFOD-UHFFFAOYSA-N,solute_1409,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,284.728,97.97,polar,small,"polar,small"
UYTPUPDQBNUYGX-UHFFFAOYSA-N,solute_1410,Nc1nc(=O)c2[nH]cnc2[nH]1,151.129,100.44999999999999,polar,small,"polar,small"
UMUYUDSQRKTBKA-UHFFFAOYSA-N,solute_1411,O=c1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)nc1-2,300.321,71.53,polar,large,"polar,large"
GAUBNQMYYJLWNF-UHFFFAOYSA-N,solute_1412,O=C(O)CCNCC(=O)O,147.13000000000002,86.63000000000001,polar,small,"polar,small"
BNLKXFUYFIBLHN-UHFFFAOYSA-N,solute_1413,CCCCS(=O)(=O)C(S(=O)(=O)CCCC)S(=O)(=O)CCCC,376.5620000000001,102.41999999999999,polar,large,"polar,large"
YTYLYXGJZFQBMU-UHFFFAOYSA-N,solute_1414,Nc1ccc(S(=O)(=O)Nc2nnc(N)s2)cc1,271.327,123.99,polar,small,"polar,small"
XSKZXGDFSCCXQX-UHFFFAOYSA-N,solute_1415,COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,390.39900000000017,138.59,polar,large,"polar,large"
LQOLIRLGBULYKD-JKIFEVAISA-N,solute_1416,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,435.8890000000002,112.74,polar,large,"polar,large"
NZJLTOYOJWOIFZ-UHFFFAOYSA-N,solute_1417,Nc1ccc(S(=O)(=O)Nc2nccc(N)n2)cc1,265.298,123.99,polar,small,"polar,small"
HYPUCPMYDLRLLS-WYAOVLDQSA-N,solute_1418,NC(=O)NN=CC=Cc1ccc([N+](=O)[O-])o1,224.176,123.76,polar,small,"polar,small"
ZAUMCYWSLMNGTK-UHFFFAOYSA-N,solute_1419,Nc1ccc(S(=O)(=O)Nc2ncc[nH]2)cc1,238.27200000000005,100.87,polar,small,"polar,small"
NOGQYPLSDPCLAJ-UHFFFAOYSA-N,solute_1420,Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,264.31,97.97,polar,small,"polar,small"
