InChIKey,solute_id,smiles_canon,molecular_weight,TPSA,polarity_class,size_class,hybrid_class
RTNLUFLDZOAXIC-UHFFFAOYSA-N,solute_16357,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,403.73400000000004,0.0,non-polar,large,"non-polar,large"
DJHHDLMTUOLVHY-UHFFFAOYSA-N,solute_16358,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,321.97400000000005,18.46,non-polar,large,"non-polar,large"
RHIROFAGUQOFLU-UHFFFAOYSA-N,solute_16359,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,443.7550000000001,13.14,non-polar,large,"non-polar,large"
NAQWICRLNQSPPW-UHFFFAOYSA-N,solute_16360,Clc1c(Cl)c(Cl)c2ccccc2c1Cl,265.954,0.0,non-polar,small,"non-polar,small"
VXXBCDUYUQKWCK-UHFFFAOYSA-N,solute_16361,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
HJBYDWKNARZTMJ-UHFFFAOYSA-N,solute_16362,Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
SSTJUBQGYXNFFP-UHFFFAOYSA-N,solute_16363,Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
BQFCCUSDZLKBJG-UHFFFAOYSA-N,solute_16364,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
TVFXBXWAXIMLAQ-UHFFFAOYSA-N,solute_16365,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
ZDLMBNHYTPHDLF-UHFFFAOYSA-N,solute_16366,Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
HAZQOLYHFUUJJN-UHFFFAOYSA-N,solute_16367,Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)cc(Cl)c1Cl,360.88200000000006,0.0,non-polar,large,"non-polar,large"
UQPQKLGBEKEZBV-UHFFFAOYSA-N,solute_16368,Clc1cc(-c2c(Cl)cccc2Cl)c(Cl)c(Cl)c1Cl,360.88200000000006,0.0,non-polar,large,"non-polar,large"
XUAWBXBYHDRROL-UHFFFAOYSA-N,solute_16369,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
YTWXDQVNPCIEOX-UHFFFAOYSA-N,solute_16370,Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,360.88200000000006,0.0,non-polar,large,"non-polar,large"
GWOWBISZHLPYEK-UHFFFAOYSA-N,solute_16371,Clc1cc(-c2cccc(Cl)c2Cl)cc(Cl)c1Cl,326.437,0.0,non-polar,large,"non-polar,large"
JDZUWXRNKHXZFE-UHFFFAOYSA-N,solute_16372,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,429.77200000000016,0.0,non-polar,large,"non-polar,large"
YGDPIDTZOQGPAX-UHFFFAOYSA-N,solute_16373,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,464.2170000000002,0.0,non-polar,large,"non-polar,large"
DCPDZFRGNJDWPP-UHFFFAOYSA-N,solute_16374,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
MMTJWDQKGUNSDK-UHFFFAOYSA-N,solute_16375,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,395.3270000000001,0.0,non-polar,large,"non-polar,large"
LJQOBQLZTUSEJA-UHFFFAOYSA-N,solute_16376,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
YPDBBDKYNWRFMF-UHFFFAOYSA-N,solute_16377,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
ICOAEPDGFWLUTI-UHFFFAOYSA-N,solute_16378,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
HGMYRFJAJNYBRX-UHFFFAOYSA-N,solute_16379,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
AZXHAWRMEPZSSV-UHFFFAOYSA-N,solute_16380,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,360.88200000000006,0.0,non-polar,large,"non-polar,large"
RXRLRYZUMSYVLS-UHFFFAOYSA-N,solute_16381,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,395.3270000000001,0.0,non-polar,large,"non-polar,large"
WBHQEUPUMONIKF-UHFFFAOYSA-N,solute_16382,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
QXZHEJWDLVUFFB-UHFFFAOYSA-N,solute_16383,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
PQHZWWBJPCNNGI-UHFFFAOYSA-N,solute_16384,Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
OAEQTHQGPZKTQP-UHFFFAOYSA-N,solute_16385,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
XBBRGUHRZBZMPP-UHFFFAOYSA-N,solute_16386,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
GOFFZTAPOOICFT-UHFFFAOYSA-N,solute_16387,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
JTUSORDQZVOEAZ-UHFFFAOYSA-N,solute_16388,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,326.437,0.0,non-polar,large,"non-polar,large"
VLLVVZDKBSYMCG-UHFFFAOYSA-N,solute_16389,Clc1cc(Cl)c(-c2ccccc2Cl)c(Cl)c1,291.992,0.0,non-polar,small,"non-polar,small"
XBTHILIDLBPRPM-UHFFFAOYSA-N,solute_16390,Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl,291.9920000000001,0.0,non-polar,small,"non-polar,small"
PJHBSPRZHUOIAS-UHFFFAOYSA-N,solute_16391,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,429.77200000000016,0.0,non-polar,large,"non-polar,large"
WCIBKXHMIXUQHK-UHFFFAOYSA-N,solute_16392,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,395.3270000000001,0.0,non-polar,large,"non-polar,large"
KJBDZJFSYQUNJT-UHFFFAOYSA-N,solute_16393,Clc1cc(Cl)c(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,395.3270000000001,0.0,non-polar,large,"non-polar,large"
UUTNFLRSJBQQJM-UHFFFAOYSA-N,solute_16394,Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
HOPMUCXYRNOABF-UHFFFAOYSA-N,solute_16395,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0.0,non-polar,large,"non-polar,large"
SUBRHHYLRGOTHL-UHFFFAOYSA-N,solute_16396,Clc1cc(Cl)c(Cl)c(-c2cccc(Cl)c2Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
BLAYIQLVUNIICD-UHFFFAOYSA-N,solute_16397,Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,291.9920000000001,0.0,non-polar,small,"non-polar,small"
NRBNBYFPJCCKTO-UHFFFAOYSA-N,solute_16398,Clc1cc(Cl)c(Cl)c(-c2ccccc2Cl)c1,291.992,0.0,non-polar,small,"non-polar,small"
JTEWACHFMNTRBB-UHFFFAOYSA-N,solute_16399,Clc1cc(Cl)c(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,376.8810000000001,9.23,non-polar,large,"non-polar,large"
JHBKHLUZVFWLAG-UHFFFAOYSA-N,solute_16400,Clc1cc(Cl)c(Cl)cc1Cl,215.894,0.0,non-polar,small,"non-polar,small"
PKOSPVZTRLMBSK-UHFFFAOYSA-N,solute_16401,Clc1cc(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,445.7710000000002,9.23,non-polar,large,"non-polar,large"
BHJCMMGUFRZLKK-UHFFFAOYSA-N,solute_16402,Clc1cc(Cl)c(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,411.32600000000014,9.23,non-polar,large,"non-polar,large"
BOJBTUWEQMUWHT-UHFFFAOYSA-N,solute_16403,Clc1cc(Cl)c(Oc2c(Cl)cccc2Cl)cc1Cl,342.43600000000004,9.23,non-polar,large,"non-polar,large"
DYSUSQZPGJXVAL-UHFFFAOYSA-N,solute_16404,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,376.8810000000001,9.23,non-polar,large,"non-polar,large"
YBYYCWMPXZRBNJ-UHFFFAOYSA-N,solute_16405,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,411.32600000000014,9.23,non-polar,large,"non-polar,large"
XKQUAQGQLZDDBV-UHFFFAOYSA-N,solute_16406,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,376.8810000000001,9.23,non-polar,large,"non-polar,large"
PECXRRMHOQBOIE-UHFFFAOYSA-N,solute_16407,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,376.8810000000001,9.23,non-polar,large,"non-polar,large"
XDAOZRZWYVKIAK-UHFFFAOYSA-N,solute_16408,Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,376.8810000000001,9.23,non-polar,large,"non-polar,large"
UWKZWXCTDPYXHU-UHFFFAOYSA-N,solute_16409,Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,273.54600000000005,9.23,non-polar,small,"non-polar,small"
QYEGXUUXWMKHHS-UHFFFAOYSA-N,solute_16410,Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,369.2890000000001,0.0,non-polar,large,"non-polar,large"
VFTLNRFRXWCJJK-UHFFFAOYSA-N,solute_16411,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,265.954,0.0,non-polar,small,"non-polar,small"
OTQFXRBLGNEOGH-UHFFFAOYSA-N,solute_16412,Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,321.97400000000005,18.46,non-polar,large,"non-polar,large"
HRVUKLBFRPWXPJ-UHFFFAOYSA-N,solute_16413,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,287.52900000000005,18.46,non-polar,small,"non-polar,small"
OTTCXKPQKOLSJN-UHFFFAOYSA-N,solute_16414,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,265.954,0.0,non-polar,small,"non-polar,small"
CFEUGIGSIREATC-UHFFFAOYSA-N,solute_16415,Clc1cc(Cl)c2cc(Cl)ccc2c1,231.50900000000001,0.0,non-polar,small,"non-polar,small"
ZUTDUGMNROUBOX-UHFFFAOYSA-N,solute_16416,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0.0,non-polar,large,"non-polar,large"
ZEATXTCWXKQPHO-UHFFFAOYSA-N,solute_16417,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
XBVSGJGMWSKAKL-UHFFFAOYSA-N,solute_16418,Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)cc2Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
YDGFMDPEJCJZEV-UHFFFAOYSA-N,solute_16419,Clc1cc(Cl)cc(-c2c(Cl)ccc(Cl)c2Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
ZLGYJAIAVPVCNF-UHFFFAOYSA-N,solute_16420,Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)cc2Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
UTMWFJSRHLYRPY-UHFFFAOYSA-N,solute_16421,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,291.992,0.0,non-polar,small,"non-polar,small"
GXVMAQACUOSFJF-UHFFFAOYSA-N,solute_16422,Clc1cc(Cl)cc(-c2ccccc2Cl)c1,257.547,0.0,non-polar,small,"non-polar,small"
IBZHOAONZVJLOB-UHFFFAOYSA-N,solute_16423,Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1,320.43000000000006,12.53,non-polar,large,"non-polar,large"
NRFQZTCQAYEXEE-UHFFFAOYSA-N,solute_16424,Clc1cc(Cl)nc(-c2ccccc2)n1,225.07800000000003,25.78,polar,small,"polar,small"
MRHQOXCYYPFGEE-UHFFFAOYSA-N,solute_16425,Clc1cc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,445.7710000000002,9.23,non-polar,large,"non-polar,large"
IXZVOZCULZBCDY-UHFFFAOYSA-N,solute_16426,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,445.7710000000002,9.23,non-polar,large,"non-polar,large"
JUHPMUOWCYBMEY-UHFFFAOYSA-N,solute_16427,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,411.32600000000014,9.23,non-polar,large,"non-polar,large"
FEIDIWDEJQVIPO-UHFFFAOYSA-N,solute_16428,Clc1cc(Oc2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,376.8810000000001,9.23,non-polar,large,"non-polar,large"
VJZRCIYSYVGDMU-UHFFFAOYSA-N,solute_16429,Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,265.954,0.0,non-polar,small,"non-polar,small"
HJJKSUVYCQAMBG-UHFFFAOYSA-N,solute_16430,Clc1cc2c(Cl)cccc2c(Cl)c1Cl,265.954,0.0,non-polar,small,"non-polar,small"
WCLNVRQZUKYVAI-UHFFFAOYSA-N,solute_16431,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,425.30900000000014,18.46,non-polar,large,"non-polar,large"
HGUFODBRKLSHSI-UHFFFAOYSA-N,solute_16432,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,321.97400000000005,18.46,non-polar,large,"non-polar,large"
YCIYTXRUZSDMRZ-UHFFFAOYSA-N,solute_16433,Clc1cc2c(cc1Cl)Oc1ccccc1O2,253.084,18.46,non-polar,small,"non-polar,small"
WDMKCPIVJOGHBF-UHFFFAOYSA-N,solute_16434,Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,409.31000000000006,13.14,non-polar,large,"non-polar,large"
JEYJJJXOFWNEHN-UHFFFAOYSA-N,solute_16435,Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,374.8650000000001,13.14,non-polar,large,"non-polar,large"
LVYBAQIVPKCOEE-UHFFFAOYSA-N,solute_16436,Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,374.8650000000001,13.14,non-polar,large,"non-polar,large"
OGBQILNBLMPPDP-UHFFFAOYSA-N,solute_16437,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,340.4200000000001,13.14,non-polar,large,"non-polar,large"
KSMVNVHUTQZITP-UHFFFAOYSA-N,solute_16438,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,305.975,13.14,non-polar,large,"non-polar,large"
JAHJITLFJSDRCG-UHFFFAOYSA-N,solute_16439,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
TYEDCFVCFDKSBK-UHFFFAOYSA-N,solute_16440,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
CXOYNJAHPUASHN-UHFFFAOYSA-N,solute_16441,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
ZDDZPDTVCZLFFC-UHFFFAOYSA-N,solute_16442,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,326.437,0.0,non-polar,large,"non-polar,large"
ZAGRQXMWMRUYRB-UHFFFAOYSA-N,solute_16443,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,360.88200000000006,0.0,non-polar,large,"non-polar,large"
SPOPSCCFZQFGDL-UHFFFAOYSA-N,solute_16444,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
IOVARPVVZDOPGQ-UHFFFAOYSA-N,solute_16445,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1,326.437,0.0,non-polar,large,"non-polar,large"
RKUAZJIXKHPFRK-UHFFFAOYSA-N,solute_16446,Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
RZFZBHKDGHISSH-UHFFFAOYSA-N,solute_16447,Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)cc1,291.992,0.0,non-polar,small,"non-polar,small"
CXKIGWXPPVZSQK-UHFFFAOYSA-N,solute_16448,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
OKBJVIVEFXPEOU-UHFFFAOYSA-N,solute_16449,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,360.88200000000006,0.0,non-polar,large,"non-polar,large"
ARXHIJMGSIYYRZ-UHFFFAOYSA-N,solute_16450,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,326.437,0.0,non-polar,large,"non-polar,large"
WVHNUGRFECMVLQ-UHFFFAOYSA-N,solute_16451,Clc1ccc(-c2c(Cl)cccc2Cl)c(Cl)c1,291.992,0.0,non-polar,small,"non-polar,small"
GLOOIONSKMZYQZ-UHFFFAOYSA-N,solute_16452,Clc1ccc(-c2c(Cl)cccc2Cl)c(Cl)c1Cl,326.437,0.0,non-polar,large,"non-polar,large"
IHIDFKLAWYPTKB-UHFFFAOYSA-N,solute_16453,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,257.547,0.0,non-polar,small,"non-polar,small"
WYVBETQIUHPLFO-UHFFFAOYSA-N,solute_16454,Clc1ccc(-c2c(Cl)cccc2Cl)cc1Cl,291.9920000000001,0.0,non-polar,small,"non-polar,small"
YAHNWSSFXMVPOU-UHFFFAOYSA-N,solute_16455,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
BHWVLZJTVIYLIV-UHFFFAOYSA-N,solute_16456,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1,291.99199999999996,0.0,non-polar,small,"non-polar,small"
REHONNLQRWTIFF-UHFFFAOYSA-N,solute_16457,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,326.437,0.0,non-polar,large,"non-polar,large"
RMPWIIKNWPVWNG-UHFFFAOYSA-N,solute_16458,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
SXZSFWHOSHAKMN-UHFFFAOYSA-N,solute_16459,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,326.437,0.0,non-polar,large,"non-polar,large"
LMQJBFRGXHMNOX-UHFFFAOYSA-N,solute_16460,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
TULCXSBAPHCWCF-UHFFFAOYSA-N,solute_16461,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,291.99199999999996,0.0,non-polar,small,"non-polar,small"
SUOAMBOBSWRMNQ-UHFFFAOYSA-N,solute_16462,Clc1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
CITMYAMXIZQCJD-UHFFFAOYSA-N,solute_16463,Clc1ccc(-c2cc(Cl)cc(Cl)c2Cl)cc1,291.99199999999996,0.0,non-polar,small,"non-polar,small"
YZANRISAORXTHU-UHFFFAOYSA-N,solute_16464,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,257.54699999999997,0.0,non-polar,small,"non-polar,small"
UQMGJOKDKOLIDP-UHFFFAOYSA-N,solute_16465,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,291.99199999999996,0.0,non-polar,small,"non-polar,small"
LACXVZHAJMVESG-UHFFFAOYSA-N,solute_16466,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
XLDBTRJKXLKYTC-UHFFFAOYSA-N,solute_16467,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,291.99199999999996,0.0,non-polar,small,"non-polar,small"
CJDNEKOMKXLSBN-UHFFFAOYSA-N,solute_16468,Clc1ccc(-c2cccc(Cl)c2)cc1,223.102,0.0,non-polar,small,"non-polar,small"
IUYHQGMDSZOPDZ-UHFFFAOYSA-N,solute_16469,Clc1ccc(-c2ccccc2)c(Cl)c1Cl,257.547,0.0,non-polar,small,"non-polar,small"
YKKYCYQDUUXNLN-UHFFFAOYSA-N,solute_16470,Clc1ccc(-c2ccccc2Cl)c(Cl)c1,257.54699999999997,0.0,non-polar,small,"non-polar,small"
HJJVPARKXDDIQD-UHFFFAOYSA-N,solute_16471,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,377.0690000000001,39.94,polar,large,"polar,large"
AKNQMEBLVAMSNZ-UHFFFAOYSA-N,solute_16472,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,300.145,49.17,polar,large,"polar,large"
AGKSTYPVMZODRV-UHFFFAOYSA-N,solute_16473,Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,411.7450000000001,43.07,polar,large,"polar,large"
HHXNVASVVVNNDG-UHFFFAOYSA-N,solute_16474,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,429.77200000000016,0.0,non-polar,large,"non-polar,large"
XYHVYEUZLSYHDP-UHFFFAOYSA-N,solute_16475,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,395.3270000000001,0.0,non-polar,large,"non-polar,large"
CXXRQFOKRZJAJA-UHFFFAOYSA-N,solute_16476,Clc1ccc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,360.88200000000006,0.0,non-polar,large,"non-polar,large"
GXNNLIMMEXHBKV-UHFFFAOYSA-N,solute_16477,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
PIVBPZFQXKMHBD-UHFFFAOYSA-N,solute_16478,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c1,326.437,0.0,non-polar,large,"non-polar,large"
CRCBRZBVCDKPGA-UHFFFAOYSA-N,solute_16479,Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,326.437,0.0,non-polar,large,"non-polar,large"
KKQWHYGECTYFIA-UHFFFAOYSA-N,solute_16480,Clc1ccc(Cl)c(-c2ccccc2)c1,223.10200000000003,0.0,non-polar,small,"non-polar,small"
MKIAKZAWONVRFF-UHFFFAOYSA-N,solute_16481,Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,342.43600000000004,9.23,non-polar,large,"non-polar,large"
VITXVDNQHXYQSK-UHFFFAOYSA-N,solute_16482,Clc1ccc(Cl)c(Oc2ccccc2)c1,239.10100000000003,9.23,non-polar,small,"non-polar,small"
RQSRPDGSUDRYLH-UHFFFAOYSA-N,solute_16483,Clc1ccc(Cl)c(Oc2ccccc2)c1Cl,273.54600000000005,9.23,non-polar,small,"non-polar,small"
JDPKCYMVSKDOGS-UHFFFAOYSA-N,solute_16484,Clc1ccc(Cl)c2ccccc12,197.06400000000002,0.0,non-polar,small,"non-polar,small"
GWQSENYKCGJTRI-UHFFFAOYSA-N,solute_16485,Clc1ccc(I)cc1,238.45499999999998,0.0,non-polar,small,"non-polar,small"
DPOWHSMECVNHAT-UHFFFAOYSA-N,solute_16486,Clc1ccc(N2N=NC3C4CC(C5N=NC45)C32)cc1,273.72700000000003,52.68,polar,small,"polar,small"
NJFDMENHTAYHMA-UHFFFAOYSA-N,solute_16487,Clc1ccc(N=Nc2ccccc2)cc1,216.67100000000005,24.72,polar,small,"polar,small"
RPNFRXWGMTYOPA-UHFFFAOYSA-N,solute_16488,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,411.32600000000014,9.23,non-polar,large,"non-polar,large"
YHUPMPHVHYBYJE-UHFFFAOYSA-N,solute_16489,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,445.7710000000002,9.23,non-polar,large,"non-polar,large"
QLSBRXLSQINWHM-UHFFFAOYSA-N,solute_16490,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,411.32600000000014,9.23,non-polar,large,"non-polar,large"
DIBYIHMYEPMGKC-UHFFFAOYSA-N,solute_16491,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,376.8810000000001,9.23,non-polar,large,"non-polar,large"
RXPQVFMDOJTCKE-UHFFFAOYSA-N,solute_16492,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,411.32600000000014,9.23,non-polar,large,"non-polar,large"
YLAYOOJLJKJGCF-UHFFFAOYSA-N,solute_16493,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,376.8810000000001,9.23,non-polar,large,"non-polar,large"
